OrderDetailID,OrderID,ProductID,Quantity,Price
149,245,43,2,518.29
150,1856,69,3,232.18
151,1294,15,1,352.22
152,4462,85,3,380.7
153,2257,28,3,230.53
154,4785,89,3,289.64
155,3480,4,2,129.62
156,2490,55,5,230.21
157,3968,2,4,360.05
158,2276,85,2,355.88
159,2624,71,1,435.92
160,1977,36,3,338.78
161,2114,80,2,74.0
162,247,39,5,371.84
163,660,24,1,526.69
164,644,29,1,132.63
165,3193,40,1,103.7
166,118,43,3,168.18
167,3227,64,4,299.49
168,2789,94,1,494.74
169,1166,86,2,119.23
170,2872,73,2,198.17
171,3346,98,4,234.55
172,4398,44,3,397.18
173,1053,20,5,406.43
174,4258,80,1,176.84
175,1862,31,1,205.26
176,4886,88,1,445.95
177,3095,88,2,60.95
178,2975,64,5,320.99
179,2008,68,1,437.47
180,185,57,4,302.6
181,21,44,2,455.17
182,60,62,3,128.27
183,3575,59,2,160.37
184,1597,54,5,384.54
185,1823,66,5,126.34
186,2122,75,4,396.5
187,1550,35,5,472.81
188,1697,5,2,493.61
189,262,47,1,167.62
190,1912,26,3,290.49
191,76,16,4,271.37
192,3486,80,4,509.1
193,302,22,3,76.37
194,1517,83,4,496.53
195,4501,32,1,451.42
196,865,47,5,449.0
197,1377,6,2,94.51
198,4983,1,5,384.71
199,2114,34,3,112.98
200,3101,80,5,394.79
201,1675,19,5,445.93
202,826,75,4,466.28
203,350,76,3,101.41
204,825,27,5,478.09
205,396,97,2,263.92
206,3650,18,1,178.17
207,4661,8,1,372.88
208,2366,52,5,74.33
209,787,34,2,294.91
210,1654,98,2,62.16
211,1842,35,3,134.34
212,177,100,2,437.38
213,905,97,1,497.66
214,1214,77,5,254.4
215,2105,6,2,137.87
216,3897,26,4,123.99
217,1182,64,2,175.18
218,1099,7,3,388.58
219,1166,71,5,421.23
220,1081,6,2,389.48
221,416,19,1,186.61
222,3439,2,3,125.62
223,526,5,2,275.5
224,1810,70,4,274.62
225,4973,51,3,384.0
226,1436,48,3,89.17
227,1914,19,5,283.93
228,3352,1,4,280.35
229,4512,68,4,51.27
230,1089,15,2,301.69
231,2484,23,3,411.66
232,1583,82,5,114.23
233,1295,5,1,295.22
234,2768,14,4,439.49
235,3510,61,1,152.14
236,3875,55,1,360.51
237,833,12,4,418.53
238,282,83,5,109.38
239,4515,68,5,90.53
240,1464,60,3,313.71
241,3387,85,3,384.83
242,2075,17,1,534.18
243,1809,54,4,95.08
244,4429,15,2,419.44
245,3872,68,4,72.8
246,2655,100,3,294.43
247,1529,53,4,359.7
248,4976,11,3,174.69
249,2730,48,4,473.81
250,3643,59,2,494.42
251,4128,39,2,151.23
252,569,60,4,478.86
253,3322,61,1,466.75
254,4198,49,3,529.77
255,2897,2,3,375.56
256,4622,3,1,352.18
257,3130,14,5,403.84
258,242,64,4,310.33
259,885,62,4,267.09
260,3386,74,5,262.32
261,2782,58,2,295.79
262,3509,73,4,458.74
263,4874,5,1,402.33
264,2709,41,5,373.02
265,4193,62,1,99.72
266,4001,44,1,373.53
267,2407,54,3,225.18
268,986,44,5,140.05
269,2143,86,5,313.05
270,2802,37,3,329.96
271,3381,72,4,325.16
272,1534,97,4,187.73
273,4283,44,2,427.86
274,3506,57,3,126.01
275,641,21,4,527.24
276,1161,44,4,365.9
277,1277,76,2,126.51
278,3695,14,2,499.97
279,767,82,5,76.67
280,1139,31,1,53.93
281,933,56,4,427.39
282,2174,20,4,379.8
283,1241,39,1,204.41
284,1201,92,4,64.35
285,910,43,4,252.56
286,4858,31,2,103.34
287,1034,32,4,52.12
288,3573,77,2,285.08
289,3915,1,4,346.12
290,3562,42,5,316.98
291,3459,50,5,132.16
292,1122,22,1,213.62
293,1906,4,1,534.53
294,1859,98,3,463.59
295,913,7,4,388.26
296,2069,62,3,123.12
297,2933,28,3,512.51
298,3954,82,3,207.48
299,1942,93,2,470.34
300,3438,34,3,523.73
301,1755,30,1,451.87
302,4066,61,5,155.4
303,4675,86,5,113.5
304,1187,85,2,184.22
305,2074,11,3,402.8
306,266,23,3,119.09
307,3005,20,2,170.76
308,935,94,1,97.11
309,2968,27,4,528.69
310,2290,18,3,281.9
311,1694,95,1,115.81
312,3480,96,3,236.99
313,4157,24,4,112.44
314,4716,55,4,345.42
315,2363,41,2,101.72
316,4893,51,3,242.06
317,2390,94,2,103.64
318,119,4,1,194.88
319,949,57,4,460.83
320,1961,62,3,206.88
321,4708,93,1,440.54
322,1518,34,1,413.96
323,2174,1,1,316.1
324,3568,46,4,292.44
325,2271,87,3,151.23
326,787,66,4,473.19
327,2754,20,1,529.68
328,620,23,5,445.57
329,2720,95,2,497.96
330,1001,2,2,262.3
331,3955,56,1,218.96
332,1677,19,2,380.09
333,4115,29,5,229.92
334,2407,96,5,499.54
335,2540,95,1,436.55
336,1837,44,5,311.65
337,914,1,5,76.8
338,2829,62,1,158.39
339,2492,36,2,345.4
340,217,5,5,469.48
341,3405,37,3,426.74
342,3957,95,2,136.04
343,1799,11,4,531.48
344,674,39,4,341.29
345,492,23,2,357.04
346,1906,32,5,201.44
347,1763,66,3,100.3
348,3796,5,2,95.33
349,4540,47,3,435.13
350,2377,46,4,78.77
351,4743,52,3,390.66
352,3888,2,5,288.86
353,1078,72,4,179.35
354,2530,12,4,302.37
355,1192,68,4,409.47
356,3937,92,2,538.64
357,1634,17,2,62.97
358,3750,5,5,171.6
359,800,47,1,294.47
360,1479,51,4,351.17
361,54,76,5,375.9
362,4750,3,1,419.05
363,3862,28,4,95.73
364,2283,37,3,441.6
365,2900,80,4,477.59
366,343,36,3,126.67
367,4469,74,3,223.67
368,1247,9,4,191.51
369,4167,45,5,235.72
370,1157,54,5,334.36
371,3793,5,3,541.4
372,4591,40,2,343.86
373,1757,12,3,259.24
374,547,63,4,146.49
375,3672,17,4,511.81
376,1123,14,1,423.91
377,299,9,4,168.84
378,1786,43,3,211.97
379,3978,4,2,484.65
380,3556,95,1,95.07
381,1072,79,5,359.03
382,4049,78,3,62.2
383,2746,66,1,234.49
384,3247,77,1,496.55
385,2845,9,3,402.21
386,2096,50,1,140.99
387,2030,33,5,200.27
388,4396,98,3,251.98
389,3373,41,5,299.25
390,4459,66,4,471.21
391,2624,85,4,134.76
392,1207,35,1,375.02
393,59,70,3,400.76
394,2261,24,1,105.04
395,590,4,3,526.74
396,45,80,5,126.51
397,4931,25,4,148.39
398,796,21,5,249.22
399,4105,47,5,492.69
400,566,78,4,182.84
401,2092,60,1,424.97
402,3997,10,4,298.25
403,3107,27,3,253.59
404,1505,77,3,424.33
405,945,53,4,530.74
406,2299,67,2,447.58
407,4552,36,5,296.66
408,1079,39,3,308.77
409,160,3,4,341.35
410,3078,37,2,307.18
411,4401,21,5,516.08
412,4419,69,4,331.78
413,2471,33,4,227.95
414,819,20,1,99.07
415,2684,3,4,546.05
416,2254,35,2,247.97
417,4610,97,4,121.38
418,2398,52,3,302.62
419,4661,73,3,508.91
420,3854,35,3,534.9
421,2440,29,1,389.64
422,3525,42,4,496.31
423,3302,6,4,264.48
424,1422,87,1,118.36
425,4659,41,4,240.15
426,2106,53,1,534.14
427,4146,20,1,225.28
428,2613,30,2,297.71
429,3436,35,2,495.63
430,4852,63,4,532.47
431,3484,52,5,180.81
432,4051,15,3,56.75
433,247,63,3,535.52
434,2594,88,4,520.78
435,3225,21,1,207.53
436,53,86,3,303.93
437,1438,19,5,300.93
438,3160,30,5,195.38
439,3172,74,1,280.37
440,4366,95,1,137.15
441,560,12,4,100.42
442,1985,30,4,181.87
443,4315,64,3,191.85
444,1034,20,3,120.49
445,606,69,5,506.99
446,277,31,4,312.55
447,1134,86,4,398.65
448,2836,52,1,176.7
449,2371,92,5,339.98
450,1734,12,1,460.32
451,3349,99,1,217.18
452,1035,71,4,223.78
453,3417,27,2,146.79
454,50,2,3,345.88
455,2740,22,4,178.3
456,2095,51,2,461.5
457,2229,73,3,244.34
458,1560,38,2,69.61
459,3920,64,2,505.09
460,2120,48,1,345.89
461,2724,84,3,112.99
462,1654,31,4,326.91
463,1590,53,2,458.62
464,227,43,1,456.31
465,2272,31,1,109.8
466,4264,68,3,371.44
467,1680,55,2,196.28
468,3357,42,4,437.96
469,1478,96,1,63.01
470,877,25,5,353.05
471,783,36,5,209.16
472,4333,1,5,503.93
473,3241,82,5,153.83
474,660,27,1,426.45
475,1413,97,4,105.26
476,1781,45,2,326.36
477,172,33,4,144.84
478,2888,24,5,429.87
479,3364,91,1,401.49
480,2677,67,3,204.63
481,3656,55,4,539.92
482,4854,37,4,322.4
483,1026,53,3,404.28
484,4372,84,5,396.49
485,408,83,5,116.85
486,45,80,5,266.17
487,2143,13,5,162.37
488,195,60,5,127.97
489,4293,39,5,429.38
490,2964,88,1,96.33
491,1232,21,2,530.3
492,3238,53,3,253.83
493,1221,25,3,280.51
494,1932,41,4,79.54
495,4671,32,3,140.68
496,3012,28,5,160.72
497,3499,50,5,164.28
498,2537,30,1,142.38
499,155,63,5,255.02
500,763,81,4,221.98
501,1886,36,4,427.94
502,4084,30,5,308.05
503,2873,17,1,66.8
504,2014,4,4,58.1
505,432,92,5,375.55
506,1784,33,2,494.07
507,3133,55,2,440.73
508,122,92,4,365.22
509,1035,2,3,423.92
510,2471,86,5,391.75
511,4095,15,4,281.63
512,181,8,5,319.04
513,3056,13,1,538.41
514,886,47,3,229.18
515,2045,16,2,185.25
516,2952,14,5,119.67
517,52,71,1,446.04
518,2833,90,3,444.06
519,3350,74,2,141.17
520,110,54,1,525.68
521,1495,11,5,238.54
522,770,68,5,490.69
523,1632,100,3,399.13
524,1119,26,2,150.69
525,2098,40,5,171.61
526,4759,2,2,422.14
527,2162,75,3,277.65
528,2888,4,3,383.01
529,4272,26,2,152.46
530,1094,97,5,185.98
531,4777,81,1,508.23
532,123,5,1,316.43
533,4781,22,1,242.42
534,3852,69,4,272.85
535,2808,96,5,313.19
536,2909,70,3,326.7
537,942,55,1,70.16
538,4065,32,5,393.66
539,3566,92,4,483.08
540,1380,96,4,159.8
541,480,7,4,517.8
542,1829,87,1,351.6
543,2971,45,5,275.49
544,4491,31,5,476.61
545,1528,8,5,368.11
546,4624,67,5,62.79
547,2982,29,1,339.14
548,646,55,3,145.3
549,2208,72,2,157.6
550,2664,34,4,252.92
551,1731,89,2,292.75
552,3636,1,1,386.56
553,4737,26,4,495.68
554,3667,51,3,528.48
555,608,70,3,159.78
556,1850,5,3,333.99
557,4736,50,4,297.26
558,4857,86,5,252.51
559,1745,38,4,327.7
560,3804,57,2,109.87
561,1790,64,1,303.22
562,3006,23,3,460.28
563,3306,1,3,93.54
564,3403,62,5,404.04
565,2011,10,5,200.14
566,4021,60,4,309.93
567,680,90,3,543.34
568,915,58,1,279.44
569,3192,46,3,237.61
570,4922,63,2,313.94
571,3848,29,5,392.37
572,1003,25,4,111.94
573,402,46,3,176.47
574,2103,49,3,308.04
575,2424,20,3,538.13
576,1664,23,5,538.48
577,609,45,4,383.65
578,3080,38,1,295.86
579,2907,4,2,149.83
580,4025,87,2,56.78
581,930,59,4,538.7
582,3517,43,2,50.15
583,2129,69,3,347.17
584,4090,13,5,208.04
585,2955,88,2,454.01
586,1242,79,3,434.24
587,4464,41,5,344.46
588,456,59,1,496.88
589,5,82,2,471.96
590,2139,83,2,185.58
591,4422,1,1,494.12
592,4297,75,3,133.75
593,4550,79,5,514.88
594,3346,75,5,183.48
595,1260,2,4,367.97
596,700,66,5,398.86
597,3402,91,4,389.56
598,1245,69,2,359.83
599,50,86,4,217.91
600,2196,28,4,494.64
601,934,54,5,181.92
602,2060,14,2,152.16
603,3878,53,3,341.3
604,129,37,2,148.72
605,2166,50,3,342.12
606,2665,100,1,156.33
607,4898,61,4,475.17
608,652,87,1,316.07
609,2806,89,5,150.11
610,731,14,3,98.56
611,4851,83,3,416.31
612,309,33,2,436.12
613,1652,44,4,446.57
614,4052,25,4,320.99
615,3576,10,5,334.05
616,3609,84,2,387.88
617,309,39,5,536.98
618,2160,98,4,74.1
619,3944,93,1,384.92
620,4755,83,4,475.56
621,2770,36,1,267.17
622,472,38,3,86.81
623,4516,73,1,466.83
624,259,11,1,122.02
625,1015,91,2,415.56
626,3244,32,5,123.99
627,3437,23,4,86.84
628,3552,95,4,360.42
629,2388,6,3,541.46
630,1422,49,5,296.13
631,3425,35,4,258.19
632,595,2,3,323.0
633,1285,60,4,507.41
634,3421,39,5,527.49
635,2785,21,3,435.78
636,1650,23,4,403.44
637,1650,62,4,361.95
638,550,72,4,229.7
639,2027,74,2,360.1
640,2753,73,5,498.58
641,1674,23,3,101.01
642,4462,46,2,238.42
643,2188,62,2,465.52
644,3540,84,5,170.28
645,3816,77,3,236.73
646,3119,79,4,65.64
647,1789,52,3,221.0
648,2805,1,4,253.76
649,446,2,2,396.36
650,713,91,4,118.52
651,917,93,3,110.35
652,829,43,5,202.17
653,702,74,3,376.6
654,3731,8,4,257.06
655,4281,31,2,293.34
656,4419,49,5,303.39
657,4027,9,3,102.62
658,3035,91,4,467.7
659,1840,70,2,315.81
660,3511,14,3,229.83
661,2344,62,2,471.9
662,207,28,3,236.14
663,4651,24,4,483.14
664,1828,40,4,58.27
665,3033,2,4,277.92
666,1092,14,1,126.0
667,3186,31,4,94.54
668,3297,64,4,464.34
669,4239,39,1,543.1
670,700,31,4,184.33
671,2807,87,3,525.13
672,1321,17,5,419.69
673,4610,18,3,76.0
674,4594,41,2,379.98
675,4797,26,3,55.46
676,1825,93,1,250.32
677,1431,58,1,68.28
678,4985,22,1,277.49
679,1227,33,2,138.59
680,3429,44,3,303.06
681,1472,94,2,368.86
682,2660,82,2,315.09
683,597,78,3,237.13
684,2625,53,4,270.24
685,4876,83,4,390.25
686,4348,36,2,331.22
687,886,1,2,108.34
688,2667,72,4,77.78
689,1791,13,3,380.93
690,1970,21,4,396.03
691,2061,78,2,477.92
692,305,46,3,53.16
693,1202,61,2,487.59
694,385,21,5,392.76
695,4698,20,1,164.21
696,4204,31,1,350.97
697,3185,31,1,95.01
698,3570,88,2,68.0
699,3403,15,5,356.37
700,1187,9,1,198.86
701,3757,12,3,139.67
702,1682,32,1,404.74
703,3041,60,5,288.19
704,2156,57,2,97.7
705,4090,59,5,199.99
706,1948,12,5,331.42
707,1119,76,4,154.1
708,4973,100,3,397.33
709,1009,58,1,275.35
710,667,100,2,448.16
711,1440,51,2,170.78
712,3591,45,1,518.86
713,426,60,1,157.14
714,4057,36,4,383.83
715,3936,42,4,310.41
716,1018,59,4,453.26
717,3100,60,2,462.62
718,863,33,2,328.8
719,2675,47,1,168.59
720,39,79,4,205.23
721,1504,72,1,493.77
722,808,26,5,148.04
723,3418,62,5,184.94
724,624,43,1,348.32
725,549,74,3,222.53
726,3647,29,3,300.82
727,2623,60,1,526.81
728,1823,91,2,465.44
729,3376,3,1,445.49
730,2469,65,5,262.24
731,442,42,3,253.66
732,4825,80,4,220.34
733,3710,13,1,468.52
734,692,38,4,72.15
735,502,74,2,534.93
736,3857,100,1,529.22
737,3382,22,3,208.31
738,3754,23,1,531.34
739,1212,91,5,250.69
740,2304,69,3,178.85
741,3504,32,5,227.59
742,109,12,3,234.24
743,809,99,3,144.9
744,3855,53,1,421.99
745,3736,45,3,133.26
746,3030,23,3,307.29
747,706,93,5,311.57
748,1442,40,1,126.28
749,42,91,4,512.81
750,4550,97,5,58.89
751,4942,50,1,472.09
752,1824,52,2,154.19
753,2314,93,2,479.3
754,2306,77,2,108.71
755,4897,73,2,140.22
756,1399,6,5,128.79
757,4168,9,5,545.12
758,3676,49,4,258.79
759,2259,14,3,461.91
760,488,18,3,455.46
761,1324,10,4,443.93
762,4881,71,1,423.72
763,469,85,3,548.72
764,837,98,3,383.72
765,1105,86,5,517.05
766,4406,19,2,161.26
767,4166,14,3,537.25
768,2119,14,4,298.23
769,1323,20,2,316.72
770,423,64,3,522.73
771,3413,23,2,175.18
772,2483,61,2,525.3
773,655,55,4,119.29
774,3198,1,5,515.66
775,4548,90,2,54.38
776,3424,12,5,439.82
777,613,49,1,168.65
778,3351,4,3,139.22
779,1235,70,1,501.69
780,2369,30,2,74.95
781,2575,41,4,367.4
782,927,55,3,355.57
783,3475,94,1,127.39
784,3524,35,3,273.71
785,4171,85,3,510.0
786,140,62,3,294.46
787,2549,79,3,295.56
788,3901,94,4,544.62
789,2734,69,5,218.3
790,1446,35,2,237.71
791,1934,66,4,387.86
792,2898,14,3,443.54
793,749,88,1,60.6
794,1328,70,5,123.91
795,1446,22,5,544.1
796,438,64,2,199.88
797,18,57,4,214.94
798,279,32,1,441.7
799,636,11,3,236.02
800,420,90,4,97.07
801,843,57,1,127.3
802,191,23,4,484.44
803,3668,7,1,323.65
804,1421,84,1,491.92
805,444,45,4,167.11
806,1400,71,5,477.61
807,1313,41,5,191.3
808,1899,77,4,476.19
809,1227,18,3,453.33
810,2619,43,5,427.3
811,2973,53,3,97.35
812,57,68,2,514.87
813,3951,47,3,288.79
814,4574,43,1,268.92
815,2745,4,2,283.36
816,4750,47,3,477.86
817,1366,47,2,396.29
818,4617,50,1,526.13
819,4318,74,5,121.71
820,2907,78,4,89.06
821,1079,9,3,66.92
822,1427,37,5,247.72
823,3834,52,2,165.15
824,1388,88,4,206.61
825,4679,14,4,493.26
826,2313,3,1,343.58
827,2723,3,4,77.38
828,571,73,2,523.7
829,3082,86,5,304.26
830,2327,70,1,279.75
831,4149,27,4,472.88
832,596,10,1,203.16
833,442,58,1,139.43
834,4534,60,3,238.85
835,1355,14,5,239.52
836,2518,56,4,297.88
837,4760,85,1,133.39
838,876,1,1,232.45
839,2927,10,2,264.12
840,4961,34,2,140.09
841,2399,70,4,356.51
842,4527,23,3,508.18
843,2889,67,3,486.35
844,799,95,5,59.75
845,4365,23,5,447.03
846,1335,79,5,407.71
847,1124,59,5,77.52
848,1616,49,5,86.64
849,1758,56,3,425.39
850,4080,12,1,121.97
851,302,88,2,347.14
852,2558,7,1,293.22
853,1254,60,2,185.96
854,767,97,5,113.36
855,3775,89,4,149.07
856,150,51,1,165.64
857,266,45,1,475.66
858,1071,22,1,264.39
859,1157,63,4,534.06
860,506,82,3,467.78
861,2400,46,1,135.31
862,4268,18,3,311.38
863,1554,26,4,196.63
864,752,52,1,211.98
865,2269,3,5,82.13
866,4155,78,2,433.21
867,3430,22,1,464.01
868,4767,82,4,176.63
869,2290,75,4,316.65
870,3646,62,1,465.5
871,930,35,5,281.51
872,1266,39,2,296.18
873,3820,48,3,468.08
874,2545,15,2,544.75
875,2837,41,3,545.16
876,4480,17,5,171.88
877,3502,48,1,208.8
878,134,51,3,139.71
879,584,91,5,173.31
880,2688,12,4,459.23
881,3235,35,4,376.22
882,3413,72,2,391.09
883,1266,18,2,203.72
884,3078,10,5,465.02
885,2856,91,5,359.86
886,4517,54,5,388.01
887,288,6,4,199.94
888,4051,30,4,82.11
889,701,73,4,225.28
890,753,15,4,534.06
891,437,100,3,380.5
892,4278,39,3,182.91
893,2858,43,4,490.2
894,3581,42,1,532.57
895,4272,2,3,151.52
896,1157,77,2,125.98
897,1325,61,4,373.09
898,2222,23,5,241.87
899,3106,74,2,232.47
900,4400,16,2,127.94
901,1507,2,4,474.69
902,748,75,2,101.89
903,1110,5,2,359.79
904,2298,70,1,188.37
905,3926,84,5,199.92
906,2364,59,3,373.18
907,960,100,1,523.07
908,765,84,2,488.88
909,3167,21,2,359.44
910,4697,85,2,66.48
911,3085,58,1,372.23
912,4237,97,3,344.46
913,482,23,1,343.76
914,3160,66,4,425.48
915,3377,86,4,271.87
916,3599,78,2,158.91
917,3897,30,3,364.2
918,2718,92,4,364.01
919,2794,55,3,453.38
920,2753,5,2,284.51
921,2943,47,1,74.17
922,3381,43,5,303.32
923,3121,41,4,347.36
924,4094,99,2,422.98
925,1633,75,3,298.3
926,2741,67,5,431.78
927,1638,82,4,138.81
928,2029,78,4,69.82
929,4531,27,2,475.92
930,2594,42,5,117.04
931,4895,92,2,146.06
932,554,17,1,527.44
933,1230,14,3,194.51
934,3174,71,4,251.3
935,482,95,1,166.59
936,4630,29,3,202.6
937,4410,69,2,466.25
938,4922,86,5,466.16
939,782,53,3,312.66
940,3703,80,5,175.86
941,975,71,1,61.05
942,4012,16,1,177.13
943,3915,11,4,249.94
944,3285,43,5,238.33
945,2964,88,2,124.54
946,1285,99,2,545.62
947,3188,4,3,138.02
948,2286,29,2,219.97
949,3685,51,4,78.87
950,3235,65,3,544.91
951,3449,6,2,267.71
952,4235,48,2,315.85
953,2537,40,2,167.48
954,4832,59,5,267.25
955,4325,89,4,229.65
956,1747,83,5,434.67
957,782,27,1,193.34
958,3504,81,2,85.79
959,334,33,2,85.31
960,1242,45,1,226.19
961,1357,5,3,444.9
962,1980,67,5,403.2
963,3481,59,1,460.67
964,280,52,1,309.47
965,1823,81,1,200.3
966,4425,30,1,332.03
967,4690,11,4,436.8
968,4022,98,2,149.5
969,3819,13,3,186.3
970,2059,48,1,204.01
971,360,42,5,368.64
972,1075,12,1,460.19
973,2262,61,4,90.45
974,2129,81,1,348.29
975,2127,16,4,417.53
976,297,67,2,481.77
977,3824,40,4,345.94
978,4085,65,5,235.67
979,2386,55,1,338.42
980,1559,68,3,259.91
981,1825,63,3,365.85
982,4656,10,2,395.36
983,3735,63,3,423.92
984,2787,74,5,332.2
985,3273,78,1,297.52
986,4465,13,1,69.24
987,953,3,4,535.28
988,4878,33,3,359.47
989,760,47,3,93.44
990,1762,59,4,214.27
991,995,72,3,411.74
992,3557,12,1,498.1
993,2138,2,5,247.03
994,278,39,2,411.43
995,1208,49,5,488.87
996,1601,77,2,215.39
997,3181,70,2,111.76
998,4641,49,4,185.91
999,1220,20,3,283.63
1000,2959,72,4,225.66
1001,2952,94,5,104.34
1002,3149,81,1,211.09
1003,15,33,5,457.28
1004,3568,10,3,360.04
1005,3625,86,5,130.69
1006,1517,4,4,530.9
1007,50,5,2,133.27
1008,2221,79,3,355.61
1009,670,54,1,166.9
1010,2079,38,2,311.27
1011,1627,58,3,173.08
1012,3882,66,2,143.84
1013,776,29,1,430.08
1014,1608,1,5,241.28
1015,377,18,2,385.71
1016,1743,44,2,86.87
1017,475,75,2,357.86
1018,4573,15,2,280.12
1019,905,21,4,349.77
1020,2702,18,5,209.66
1021,3405,47,2,233.42
1022,4659,26,5,347.84
1023,3932,52,1,52.98
1024,4790,99,1,482.04
1025,3861,30,5,490.52
1026,509,57,5,520.91
1027,4145,34,3,69.67
1028,1807,40,1,228.54
1029,1798,76,4,444.6
1030,2004,46,2,189.63
1031,858,10,5,241.45
1032,4076,59,4,94.49
1033,2017,52,1,415.29
1034,205,68,5,470.03
1035,2807,51,3,488.87
1036,497,2,4,428.06
1037,3716,6,5,296.03
1038,1634,62,2,148.65
1039,3788,65,2,471.07
1040,1360,33,2,483.6
1041,3459,95,1,70.27
1042,1747,88,2,93.4
1043,276,11,4,232.55
1044,1480,53,2,483.11
1045,3210,86,3,61.25
1046,2183,27,1,170.07
1047,4482,14,4,311.75
1048,1379,54,2,164.75
1049,1810,19,5,458.44
1050,2036,12,4,321.72
1051,3286,47,5,527.1
1052,2042,28,4,337.78
1053,2461,10,5,529.85
1054,4830,96,2,197.89
1055,817,67,4,275.1
1056,946,22,3,258.1
1057,1510,18,2,99.52
1058,4467,34,5,348.4
1059,104,7,3,446.0
1060,552,25,2,393.26
1061,2564,83,4,419.85
1062,89,89,2,295.36
1063,1302,13,5,58.47
1064,4653,99,4,386.28
1065,379,9,3,238.29
1066,3398,49,5,401.31
1067,2031,60,3,165.87
1068,772,53,5,171.73
1069,1379,54,4,517.29
1070,4578,23,4,412.21
1071,4109,19,1,484.75
1072,56,60,2,373.18
1073,1377,95,5,174.83
1074,2816,48,5,160.61
1075,4278,10,2,337.05
1076,3044,62,5,441.1
1077,894,1,5,87.26
1078,3373,90,1,251.98
1079,2898,24,3,468.63
1080,248,20,3,498.23
1081,2284,16,3,200.8
1082,4633,66,4,87.29
1083,1407,4,5,444.95
1084,1268,97,4,487.16
