OrderID,CustomerID,OrderDate,TotalAmount
83,317,2024-03-02,649.03
84,803,2024-05-24,4439.43
85,202,2024-10-09,2939.74
86,32,2025-02-19,4827.61
87,647,2024-05-02,4852.99
88,33,2024-06-13,609.05
89,358,2024-10-25,3338.86
90,589,2024-09-04,4931.52
91,649,2024-12-12,3277.28
92,632,2024-11-06,4269.76
93,138,2025-02-01,1345.31
94,10,2024-05-21,2057.96
95,174,2024-05-02,1805.37
96,964,2024-07-07,392.06
97,86,2024-11-13,2676.15
98,372,2025-02-04,3435.11
99,211,2024-06-10,978.42
100,112,2024-10-08,2764.98
101,570,2024-07-06,1506.63
102,855,2024-09-16,1427.2
103,461,2024-12-12,1313.33
104,809,2024-10-18,3863.73
105,275,2024-07-07,440.31
106,937,2024-07-30,610.65
107,329,2024-04-13,190.31
108,849,2024-09-06,1232.74
109,653,2024-08-04,145.11
110,151,2025-01-12,3371.86
111,111,2024-10-05,2386.31
112,899,2025-02-03,3589.93
113,304,2024-12-03,3519.38
114,127,2025-01-09,3293.81
115,507,2024-10-26,1425.26
116,971,2024-12-27,1186.26
117,507,2024-06-15,4036.44
118,993,2024-10-10,4210.07
119,757,2024-07-23,2897.95
120,167,2024-10-20,1230.53
121,210,2024-06-26,1055.99
122,434,2024-10-02,947.21
123,743,2024-10-13,2529.7
124,639,2024-04-18,1416.19
125,378,2024-06-23,2020.62
126,773,2024-07-10,1056.58
127,908,2024-04-16,2525.28
128,39,2024-07-31,4948.36
129,551,2025-02-27,590.27
130,141,2024-09-07,4634.94
131,891,2024-08-03,1751.57
132,455,2024-08-04,3418.58
133,612,2024-08-04,1527.26
134,768,2024-03-03,2000.15
135,736,2024-08-28,1138.77
136,973,2024-09-30,906.06
137,277,2024-11-22,3694.34
138,473,2024-12-10,1335.89
139,211,2025-01-28,3333.47
140,572,2024-10-16,4222.86
141,180,2024-10-02,2603.94
142,483,2024-06-24,4597.67
143,795,2024-10-17,1966.97
144,691,2025-03-01,1182.19
145,757,2024-06-28,4477.05
146,610,2024-07-03,1167.11
147,715,2024-11-18,4113.96
148,775,2024-03-21,4025.99
149,937,2024-08-22,4252.04
150,295,2024-11-21,4249.77
151,885,2024-12-15,4987.42
152,867,2024-06-12,581.2
153,752,2024-07-14,3950.87
154,571,2024-07-20,665.36
155,814,2024-12-24,1763.82
156,866,2024-09-03,4924.39
157,276,2024-05-03,222.37
158,107,2024-09-05,3124.35
159,675,2024-12-31,2711.43
160,20,2024-12-11,4744.87
161,424,2025-01-04,2190.88
162,191,2025-01-21,3371.48
163,357,2024-09-15,2392.76
164,543,2024-12-01,2976.97
165,99,2024-05-12,3950.25
166,919,2024-08-10,118.63
167,731,2025-01-09,2988.67
168,289,2024-07-27,4335.85
169,396,2024-05-28,2274.78
170,982,2025-01-28,2084.5
171,143,2024-07-08,2053.44
172,364,2024-12-29,4469.24
173,540,2024-04-22,1335.23
174,312,2024-03-21,4106.12
175,901,2024-08-30,1269.95
176,866,2024-03-27,760.46
177,645,2025-01-26,2405.8
178,296,2024-07-03,2484.66
179,752,2024-07-08,175.8
180,28,2024-08-28,2834.06
181,998,2024-04-30,3186.82
182,997,2025-01-05,2573.07
183,607,2024-04-25,3837.88
184,773,2025-02-14,3971.51
185,599,2025-02-24,398.92
186,359,2025-02-18,1666.85
187,689,2024-05-09,4534.84
188,850,2025-01-22,2698.88
189,934,2024-09-07,2358.12
190,506,2024-06-17,4428.01
191,997,2024-06-15,4416.8
192,917,2024-09-24,2899.06
193,364,2024-12-17,3330.57
194,601,2024-05-18,859.5
195,783,2024-05-15,4709.2
196,596,2025-01-10,3771.15
197,114,2024-11-12,2905.05
198,370,2024-09-10,3715.11
199,414,2025-01-11,3623.79
200,756,2024-03-17,4552.37
201,160,2024-07-19,1465.48
202,113,2025-02-03,4069.11
203,857,2024-04-13,4916.44
204,183,2024-09-19,724.97
205,406,2024-10-26,3483.68
206,207,2024-09-25,371.87
207,546,2024-03-09,4288.3
208,738,2025-02-18,980.22
209,807,2024-06-26,472.5
210,927,2024-06-01,4836.53
211,615,2025-01-31,570.98
212,273,2024-12-09,4241.59
213,49,2025-03-01,3910.01
214,939,2024-10-25,4539.93
215,25,2024-05-09,4485.99
216,288,2024-08-02,3156.16
217,916,2024-08-26,4960.77
218,868,2025-02-09,2296.17
219,867,2024-03-15,1122.25
220,34,2024-08-19,1958.38
221,366,2024-11-21,2705.14
222,690,2024-11-15,409.11
223,827,2024-08-04,3251.29
224,278,2024-06-10,3304.93
225,141,2024-07-02,3305.62
226,451,2024-12-07,408.93
227,871,2024-05-27,2969.76
228,159,2025-02-20,121.96
229,961,2024-12-27,934.31
230,941,2024-11-08,424.88
231,340,2024-05-03,2138.6
232,753,2024-10-03,1737.57
233,866,2024-05-23,2294.52
234,360,2025-01-31,4865.82
235,343,2025-01-25,290.36
236,18,2024-09-13,985.56
237,132,2024-04-17,3959.12
238,257,2024-11-03,1015.4
239,375,2024-09-19,2633.62
240,493,2024-07-31,4763.48
241,358,2024-04-16,668.6
242,259,2024-07-14,4516.21
243,713,2024-09-04,2976.41
244,532,2024-12-26,3493.47
245,657,2024-08-28,393.53
246,251,2024-06-21,1353.91
247,75,2024-05-23,429.68
248,597,2024-09-25,318.74
249,730,2024-07-11,2008.6
250,78,2024-10-19,4149.95
251,382,2024-10-12,3215.22
252,696,2024-06-01,4621.94
253,20,2024-03-09,4780.46
254,559,2024-08-20,3231.49
255,961,2024-03-28,4624.03
256,414,2024-06-12,4328.29
257,976,2024-05-23,1787.91
258,153,2024-10-24,4126.09
259,995,2024-07-22,542.51
260,108,2024-03-18,266.41
261,473,2024-07-20,3031.49
262,510,2024-05-15,237.62
263,810,2024-11-28,1513.03
264,818,2024-08-01,3919.9
265,586,2024-06-30,2394.06
266,326,2025-02-08,1129.94
267,452,2024-05-16,411.4
268,204,2025-02-25,4383.14
269,1,2025-01-18,2804.19
270,615,2024-09-21,3570.93
271,485,2024-10-06,2830.81
272,12,2024-05-07,912.69
273,618,2024-08-07,2410.93
274,576,2024-11-01,1660.86
275,439,2024-10-12,2647.71
276,872,2024-04-20,4300.87
277,950,2024-11-10,4223.6
278,731,2025-01-22,2986.0
279,752,2024-06-05,257.16
280,926,2024-07-09,4052.4
281,472,2024-09-07,3939.8
282,201,2024-11-14,4333.32
283,751,2024-11-18,349.02
284,117,2024-08-08,4078.09
285,484,2024-12-08,4718.26
286,492,2024-09-24,2352.66
287,261,2024-08-07,3573.72
288,152,2024-10-11,4397.73
289,343,2024-12-16,2779.42
290,949,2024-09-21,956.03
291,115,2024-09-18,583.89
292,266,2024-11-10,2880.79
293,748,2025-01-29,3092.99
294,690,2024-06-07,799.17
295,855,2024-05-30,4944.45
296,394,2024-06-06,343.88
297,646,2024-03-29,677.54
298,542,2024-06-28,4644.09
299,188,2024-08-10,955.12
300,236,2024-07-10,4643.55
301,588,2024-10-02,4377.77
302,208,2025-02-08,667.7
303,834,2024-06-12,678.01
304,856,2024-06-15,186.86
305,188,2024-11-25,3186.91
306,445,2024-05-30,3875.13
307,704,2024-08-29,4932.67
308,786,2024-03-02,3250.26
309,337,2024-10-20,1121.78
310,972,2024-11-25,4716.51
311,641,2025-02-17,1390.72
312,163,2024-12-04,1773.16
313,989,2024-10-10,3786.26
314,721,2024-03-21,992.54
315,519,2024-06-05,690.28
316,264,2024-03-03,3344.59
317,323,2024-03-12,3004.85
318,229,2024-08-14,1675.37
319,88,2025-01-22,3497.8
320,474,2025-02-23,4645.36
321,443,2024-08-13,3380.35
322,722,2024-08-26,3227.29
323,817,2024-05-19,1257.42
324,537,2024-04-11,2228.04
325,489,2024-05-03,2901.45
326,361,2024-09-09,471.81
327,550,2024-06-10,2094.52
328,858,2024-05-12,1057.83
329,790,2025-02-13,2496.13
330,281,2025-01-27,4461.04
331,709,2024-09-29,3602.29
332,987,2025-01-08,1278.66
333,692,2024-03-24,3657.3
334,377,2024-04-04,235.61
335,270,2024-04-17,4436.7
336,631,2024-07-06,3098.37
337,5,2024-04-30,4960.86
338,627,2024-04-24,3247.44
339,705,2024-03-13,880.21
340,844,2024-04-18,3175.47
341,615,2024-05-07,2143.7
342,552,2024-04-10,2291.23
343,130,2024-11-22,3238.72
344,399,2024-04-02,2857.02
345,407,2024-03-01,2755.24
346,280,2024-11-22,897.69
347,804,2024-12-08,1954.01
348,949,2024-11-03,2571.68
349,650,2024-05-17,561.7
350,969,2024-07-02,3281.16
351,78,2024-12-31,2541.74
352,988,2024-04-14,2104.96
353,612,2024-10-29,1250.7
354,23,2024-03-19,3793.32
355,920,2025-01-21,4711.68
356,883,2024-08-07,3766.98
357,252,2024-07-28,4995.78
358,669,2024-12-25,1542.57
359,255,2024-07-28,4183.87
360,741,2025-01-03,4062.97
361,702,2024-03-20,1696.76
362,880,2024-05-21,710.81
363,196,2024-04-26,1445.43
364,472,2025-01-06,4671.35
365,594,2024-03-12,3885.15
366,777,2024-06-24,4700.96
367,523,2024-09-28,4031.23
368,552,2024-08-08,3958.14
369,393,2024-06-01,3328.95
370,291,2024-04-10,2470.43
371,722,2024-07-08,975.76
372,640,2025-01-12,4455.3
373,988,2024-03-07,371.92
374,637,2024-11-26,433.3
375,317,2024-10-22,4584.71
376,259,2024-11-11,2654.04
377,941,2024-05-02,4720.41
378,196,2024-04-26,1643.09
379,287,2024-04-11,213.0
380,376,2024-04-21,2579.02
381,46,2024-12-10,1885.93
382,8,2024-05-12,1478.98
383,312,2024-03-23,1773.78
384,353,2024-05-03,3743.15
385,712,2024-12-31,2476.1
386,997,2024-07-24,3793.64
387,845,2024-04-13,4930.37
388,123,2024-09-15,178.71
389,875,2025-02-25,766.95
390,644,2024-12-01,1262.68
391,963,2024-07-27,1707.66
392,400,2024-08-30,2591.2
393,561,2024-11-27,4830.65
394,402,2024-10-12,197.76
395,636,2024-05-24,3016.84
396,33,2024-08-01,3596.03
397,293,2024-09-16,537.42
398,678,2024-11-25,1063.42
399,558,2025-02-10,3635.97
400,722,2024-11-30,4744.43
401,39,2024-07-26,609.04
402,36,2024-06-18,2813.94
403,601,2024-10-24,2053.82
404,325,2024-10-09,4206.72
405,283,2024-05-21,2282.03
406,389,2024-07-12,735.02
407,188,2024-12-10,307.46
408,528,2024-06-23,3919.64
409,100,2024-11-12,372.44
410,744,2024-03-24,1114.46
411,298,2024-11-06,2013.35
412,160,2024-03-26,4706.42
413,581,2024-07-05,4944.42
414,580,2024-11-06,2216.43
415,801,2024-07-26,2231.45
416,49,2024-07-22,4802.52
417,323,2024-04-26,3802.59
418,832,2024-03-22,2089.28
419,449,2024-03-11,1396.41
420,720,2024-05-22,2506.57
421,829,2024-04-30,2407.98
422,711,2024-08-17,4575.1
423,641,2024-11-17,2860.52
424,625,2024-04-13,2837.79
425,268,2024-03-12,2076.93
426,176,2024-03-26,1523.33
427,572,2025-01-09,3266.26
428,94,2024-05-21,4415.61
429,778,2024-04-27,3957.92
430,940,2024-04-04,765.29
431,510,2024-12-17,1183.37
432,933,2024-07-27,4242.78
433,925,2024-07-12,521.63
434,178,2024-10-02,4124.54
435,623,2024-08-16,458.9
436,989,2024-04-07,4079.06
437,986,2024-07-23,2909.85
438,411,2024-06-23,3973.41
439,463,2024-10-01,1808.47
440,857,2024-04-10,814.33
441,259,2024-09-26,4532.24
442,424,2024-05-24,4418.98
443,453,2024-09-17,3775.32
444,36,2024-05-10,3162.32
445,629,2025-01-15,2877.16
446,591,2024-09-30,906.9
447,811,2024-12-22,4591.93
448,612,2024-07-16,3072.49
449,784,2025-02-06,105.1
450,47,2024-11-07,1835.91
451,472,2025-02-15,4516.63
452,433,2025-01-23,625.73
453,973,2024-06-28,360.14
454,884,2024-11-17,196.14
455,801,2024-10-22,4714.93
456,105,2024-11-14,2065.46
457,741,2024-10-30,4910.41
458,715,2024-11-13,3214.25
459,717,2024-03-10,1249.84
460,357,2024-06-06,3267.7
461,929,2024-06-29,220.17
462,916,2024-04-25,3941.17
463,793,2024-04-30,4938.42
464,273,2024-05-02,1895.23
465,185,2024-05-30,2342.54
466,884,2025-02-24,3490.15
467,557,2025-02-11,1416.47
468,787,2024-12-13,2249.39
469,549,2024-06-02,544.11
470,565,2024-06-09,2120.15
471,188,2024-11-05,637.67
472,804,2024-08-30,1248.77
473,148,2024-12-03,4008.9
474,157,2024-08-19,3646.49
475,104,2024-10-11,766.51
476,232,2024-06-03,4037.22
477,355,2024-06-24,2989.6
478,736,2024-08-22,4451.07
479,562,2024-11-11,2688.19
480,829,2024-12-20,1700.77
481,524,2024-08-24,830.71
482,770,2025-02-01,241.59
483,874,2024-05-06,3226.75
484,177,2024-03-12,2757.75
485,325,2025-01-25,3115.04
486,760,2024-09-05,3803.24
487,543,2024-10-10,4406.89
488,923,2024-08-21,2516.37
489,848,2024-07-12,3945.92
490,794,2025-01-02,3318.67
491,396,2024-09-10,2599.36
492,620,2024-05-26,128.27
493,281,2024-09-23,1359.19
494,283,2024-10-30,4153.6
495,373,2024-12-10,1247.6
496,46,2024-12-08,3290.93
497,837,2024-12-22,2598.11
498,347,2024-09-24,2659.42
499,851,2024-11-20,3652.8
500,722,2024-09-21,3766.48
501,298,2024-06-01,2556.81
502,786,2024-07-03,2188.71
503,426,2024-10-15,4949.44
504,425,2024-10-08,1905.11
505,458,2024-11-17,1644.72
506,170,2025-02-21,2695.52
507,469,2024-11-07,1890.31
508,775,2025-03-01,165.93
509,166,2024-03-03,3605.6
510,136,2024-07-15,4198.63
511,49,2024-04-03,397.1
512,846,2024-04-10,3821.15
513,733,2024-10-12,2772.43
514,422,2024-05-29,2890.45
515,190,2025-02-15,2110.44
516,571,2024-07-06,683.76
517,185,2024-05-29,142.58
518,193,2025-02-02,2089.87
519,362,2024-11-13,3726.89
520,673,2024-07-07,2518.57
521,877,2024-05-23,105.52
522,518,2024-12-02,4558.71
523,381,2024-04-27,4027.5
524,722,2024-08-29,4223.66
525,984,2024-04-01,2970.44
526,465,2024-04-08,3632.99
527,304,2024-09-05,4176.31
528,275,2025-01-02,436.23
529,892,2024-04-26,3379.04
530,37,2024-06-15,1985.23
531,864,2024-10-07,4697.62
532,335,2024-10-17,3924.9
533,644,2025-02-04,1081.53
534,577,2024-10-12,3990.61
535,700,2024-12-12,4963.71
536,970,2024-03-15,3120.53
537,546,2024-11-17,2926.0
538,866,2025-01-13,3984.74
539,772,2024-09-12,126.67
540,715,2024-09-04,457.67
541,518,2024-08-30,4496.89
542,313,2024-05-10,2788.68
543,104,2024-11-02,3001.55
544,919,2024-03-27,1817.74
545,530,2024-04-21,1469.34
546,862,2024-03-12,2482.76
547,244,2024-11-02,3168.62
548,588,2024-12-08,1529.15
549,341,2024-06-30,1350.86
550,344,2024-12-21,2760.72
551,976,2024-12-10,1126.31
552,61,2024-09-10,4409.16
553,159,2024-03-01,177.99
554,251,2024-05-06,3011.47
555,692,2024-05-15,2715.37
556,351,2024-03-25,2384.2
557,479,2024-05-24,1045.1
558,579,2024-09-05,2890.95
559,753,2024-09-05,3126.69
560,194,2024-10-30,3470.63
561,907,2024-06-25,3263.83
562,279,2024-12-06,3472.37
563,969,2024-07-21,2813.69
564,295,2024-07-27,1195.26
565,922,2025-02-17,3615.65
566,485,2024-06-28,4492.6
567,474,2025-02-19,4244.95
568,958,2024-10-28,365.32
569,591,2024-04-10,1840.22
570,697,2024-04-14,3754.56
571,680,2024-08-04,1391.8
572,167,2025-01-19,1037.13
573,522,2024-05-05,1620.82
574,465,2024-07-05,2270.92
575,509,2024-05-05,4620.96
576,947,2024-05-07,4412.79
577,691,2024-09-25,2396.73
578,418,2024-12-23,3494.04
579,688,2024-10-15,4272.02
580,482,2024-03-21,1207.13
581,907,2024-10-25,2246.06
582,970,2024-08-30,1800.21
583,762,2024-11-27,3684.13
584,550,2025-01-27,2665.85
585,331,2024-09-16,3820.13
586,754,2024-05-04,4210.36
587,897,2024-08-07,295.16
588,896,2024-12-26,2681.27
589,365,2024-03-15,3473.67
590,113,2024-06-09,1383.15
591,571,2024-12-13,800.84
592,124,2024-05-30,2172.66
593,167,2024-07-06,4854.0
594,95,2024-06-16,1356.03
595,567,2025-01-05,1070.17
596,210,2024-11-08,777.21
597,708,2024-11-18,4918.32
598,827,2024-08-24,2996.97
599,254,2024-04-15,2154.5
600,287,2024-08-25,3203.63
601,61,2025-02-01,3730.5
602,680,2024-07-07,4186.93
603,897,2024-07-02,4067.28
604,952,2024-05-21,2384.87
605,536,2024-07-28,267.17
606,686,2024-05-23,4460.0
607,973,2024-09-20,3651.85
608,55,2024-03-10,1573.26
609,175,2024-08-01,675.78
610,563,2024-05-06,1440.81
611,516,2024-08-14,2984.47
612,846,2024-05-23,3243.32
613,791,2024-09-12,618.72
614,713,2025-01-31,4791.76
615,949,2024-08-09,987.04
616,116,2024-06-25,2911.89
617,204,2024-04-20,573.22
618,443,2025-01-27,4510.13
619,437,2024-09-30,1084.45
620,395,2024-04-24,544.57
621,877,2024-07-14,3897.05
622,250,2024-04-20,3873.63
623,487,2024-07-17,2967.48
624,457,2024-09-12,3864.37
625,864,2024-05-30,3039.56
626,754,2024-08-01,3701.5
627,72,2024-12-25,307.88
628,39,2024-07-27,2187.68
629,404,2025-02-24,1138.16
630,271,2024-08-02,3272.86
631,633,2024-10-06,4640.26
632,432,2024-11-01,815.08
633,281,2024-06-12,3884.59
634,263,2024-03-31,4770.07
635,621,2025-01-23,1758.23
636,188,2024-10-27,3217.28
637,338,2024-04-28,3594.6
638,706,2024-09-04,166.78
639,142,2025-02-18,1355.21
640,815,2024-03-05,745.42
641,297,2025-01-16,1107.32
642,332,2024-06-10,220.85
643,952,2025-01-25,4255.05
644,87,2024-10-05,2086.28
645,237,2024-12-14,401.53
646,707,2024-07-15,3213.01
647,144,2024-06-22,296.49
648,582,2024-07-19,4265.49
649,735,2024-06-07,720.32
650,474,2024-11-22,264.44
651,480,2024-04-15,3554.7
652,580,2025-02-27,4806.64
653,58,2024-04-29,3621.74
654,809,2024-11-02,3946.26
655,937,2024-07-26,644.42
656,599,2024-05-03,4962.24
657,694,2024-10-17,3060.83
658,227,2025-01-16,1524.67
659,439,2025-01-10,3011.45
660,196,2024-03-11,3475.12
661,929,2024-09-11,947.42
662,803,2025-02-11,4163.06
663,669,2024-05-07,1979.7
664,601,2024-10-15,4560.31
665,221,2024-07-24,3518.39
666,873,2025-01-05,113.8
667,239,2024-03-04,1631.77
668,906,2025-02-08,1109.87
669,369,2024-09-23,887.56
670,377,2024-05-26,1569.74
671,689,2025-01-03,4894.16
672,381,2024-06-04,3890.89
673,866,2024-05-18,4561.25
674,920,2025-01-17,918.46
675,791,2024-07-13,1363.67
676,355,2024-07-20,4980.1
677,587,2024-12-01,1483.99
678,399,2024-12-29,2929.09
679,911,2025-02-12,2158.6
680,525,2024-12-04,1585.15
681,673,2024-04-24,3467.1
682,700,2024-06-24,159.59
683,722,2025-03-01,4996.95
684,874,2024-09-01,2442.85
685,324,2024-05-04,1610.71
686,659,2024-10-01,722.43
687,1,2025-01-30,1154.29
688,626,2024-11-30,4296.77
689,246,2024-06-27,646.32
690,923,2024-11-20,3401.29
691,617,2025-02-28,1731.64
692,93,2024-12-07,1210.58
693,228,2024-04-06,4750.42
694,621,2025-02-16,1328.55
695,108,2024-09-10,2384.95
696,513,2024-08-02,4547.44
697,430,2024-11-14,3297.65
698,767,2024-05-05,2156.46
699,437,2024-07-13,1894.57
700,748,2024-03-30,795.24
701,317,2024-07-13,759.68
702,147,2024-04-22,1333.62
703,545,2024-09-15,2065.79
704,205,2024-06-25,2925.75
705,25,2024-10-21,2771.14
706,848,2025-01-23,225.21
707,817,2024-11-28,272.69
708,178,2025-02-10,4560.47
709,477,2024-09-01,3559.28
710,515,2024-11-29,3228.05
711,513,2024-06-06,3011.34
712,194,2024-08-23,1395.7
713,283,2025-01-01,1836.74
714,425,2024-05-03,839.82
715,135,2024-07-02,1739.83
716,354,2024-04-02,1481.16
717,185,2024-12-06,2826.54
718,659,2024-09-16,737.73
719,697,2024-05-26,1714.23
720,214,2024-06-01,123.77
721,106,2024-09-27,4916.52
722,423,2024-04-03,3122.54
723,551,2024-10-31,1487.28
724,739,2024-08-14,4912.96
725,432,2024-10-11,3353.13
726,501,2024-08-03,3515.52
727,140,2024-05-16,2997.5
728,418,2024-10-29,3393.04
729,578,2025-02-21,546.95
730,734,2024-10-12,4583.65
731,465,2024-10-08,1978.34
732,444,2025-02-28,1347.94
733,863,2025-01-09,4432.53
734,279,2024-06-11,1787.59
735,718,2024-10-18,3683.9
736,162,2024-04-22,3378.01
737,651,2024-06-30,2411.18
738,167,2024-10-02,4512.45
739,836,2024-12-28,2277.28
740,189,2024-10-29,4094.8
741,801,2025-02-16,1452.24
742,608,2024-04-04,4574.16
743,169,2024-05-10,1476.7
744,216,2024-11-25,832.58
745,924,2024-12-20,168.29
746,811,2024-09-25,1360.92
747,1,2024-05-06,3779.24
748,95,2025-03-01,3869.4
749,256,2024-08-14,4632.71
750,89,2024-11-28,2628.51
751,408,2024-04-04,4864.42
752,737,2024-12-30,903.76
753,295,2025-01-17,3201.31
754,865,2025-02-11,1620.21
755,289,2024-08-22,1432.39
756,73,2024-09-29,4752.25
757,743,2024-08-15,228.99
758,126,2024-06-20,746.3
759,826,2025-02-25,817.58
760,290,2024-12-24,2246.22
761,376,2024-03-10,1546.72
762,265,2024-04-05,240.19
763,544,2024-08-01,1057.1
764,576,2024-08-30,4711.04
765,217,2024-05-23,4174.55
766,953,2024-08-02,1999.64
767,550,2024-07-05,4119.84
768,270,2024-04-11,3954.42
769,651,2025-01-15,1480.13
770,426,2025-02-08,1723.8
771,810,2025-02-24,3914.07
772,36,2024-12-24,1094.21
773,666,2025-01-03,2180.81
774,695,2024-04-06,139.4
775,777,2024-06-30,1942.66
776,257,2024-06-25,1853.12
777,114,2024-04-07,4560.41
778,440,2024-12-07,1455.02
779,782,2024-06-24,1752.92
780,948,2025-02-23,2027.67
781,234,2024-12-04,2139.92
782,42,2024-07-22,4618.94
783,873,2024-05-18,3364.75
784,886,2024-05-17,497.91
785,859,2024-09-17,1188.34
786,272,2024-03-01,3244.99
787,360,2025-01-07,2284.95
788,784,2024-07-11,4567.49
789,129,2024-05-03,1726.25
790,105,2025-02-03,3091.81
791,899,2024-12-30,3168.8
792,280,2024-03-21,4153.94
793,624,2025-02-03,3043.57
794,686,2025-02-05,3396.39
795,4,2024-11-16,1178.19
796,56,2024-10-26,642.6
797,696,2024-08-20,1772.32
798,989,2025-01-29,1808.32
799,965,2024-03-25,4067.05
800,54,2024-10-17,2535.3
801,956,2024-06-03,112.08
802,330,2024-03-19,4829.36
803,589,2024-03-31,3660.63
804,358,2024-05-25,663.59
805,666,2024-12-11,3718.97
806,821,2025-01-07,2208.4
807,773,2024-05-28,4486.23
808,387,2025-01-19,2604.53
809,840,2024-07-21,2958.21
810,930,2024-05-26,539.36
811,371,2024-12-12,1351.76
812,215,2024-08-05,4138.42
813,781,2024-05-22,609.55
814,543,2024-12-24,2128.24
815,334,2025-01-12,3305.61
816,255,2024-07-07,4007.77
817,668,2025-02-26,2130.23
818,981,2024-10-19,3873.29
819,376,2025-01-03,4878.94
820,387,2024-08-24,941.59
821,957,2024-11-18,4628.87
822,162,2024-09-20,4047.71
823,427,2024-10-06,1747.38
824,677,2024-10-11,1516.1
825,83,2024-11-20,3476.24
826,275,2025-01-10,3597.47
827,449,2024-07-01,2050.72
828,746,2024-08-31,2183.17
829,969,2024-04-25,3378.6
830,440,2024-10-22,4004.72
831,649,2024-08-18,1457.88
832,814,2024-12-27,3551.47
833,581,2024-05-09,1934.87
834,964,2024-07-08,1209.25
835,552,2024-06-22,558.05
836,627,2024-07-11,4866.27
837,203,2025-01-24,3222.16
838,451,2025-01-12,1101.28
839,625,2024-09-07,544.01
840,861,2024-06-18,4525.62
841,234,2024-04-05,1603.36
842,74,2024-08-12,993.62
843,72,2024-04-16,2746.24
844,348,2024-11-28,540.92
845,595,2024-06-02,4458.7
846,842,2024-07-30,3524.88
847,425,2024-07-04,2217.31
848,666,2024-06-19,4765.93
849,98,2025-01-03,515.42
850,635,2024-12-12,3072.98
851,165,2024-09-17,623.17
852,196,2024-06-12,726.6
853,324,2024-07-23,4847.15
854,624,2024-07-22,3335.57
855,165,2024-04-08,274.81
856,226,2024-09-05,2358.08
857,482,2024-10-03,4479.25
858,767,2024-11-17,1360.08
859,612,2024-08-01,2666.75
860,32,2024-07-12,4102.04
861,24,2024-03-06,2811.59
862,39,2024-05-04,4684.16
863,430,2024-11-15,1800.06
864,574,2024-12-13,2169.91
865,140,2024-12-22,3918.6
866,974,2024-12-20,1929.86
867,827,2024-07-01,2311.79
868,844,2025-01-06,2563.16
869,468,2024-03-28,850.82
870,851,2024-07-14,2615.72
871,625,2025-01-09,758.24
872,394,2024-09-23,1585.82
873,864,2024-04-23,3968.0
874,502,2024-04-23,249.21
875,499,2024-11-14,3551.18
876,604,2024-03-31,2135.45
877,366,2024-03-07,2561.3
878,775,2024-09-18,2522.16
879,83,2024-08-08,4490.35
880,485,2025-02-11,2280.98
881,992,2025-01-28,3368.75
882,165,2025-01-23,2159.6
